Tamaño de la matriz,Número de iteraciones,Tiempos LU,Errores LU,Tiempos JMat,Errores JMat,Tiempos GSMat,Errores GSMat,Tiempos JSum,Errores JSum,Tiempos GSSum,Errores GSSum
50,75,7.2e-05,6.75726e-19,0.000396,7.02643,0.000126,9.93215e-06,0.000171,7.02643,0.000139,6.57402e-19
50,75,2.3e-05,1.43631e-18,0.000128,7.02448,9.7e-05,9.13033e-06,0.000156,7.02448,0.000139,1.4105e-18
50,75,2.3e-05,0,0.000244,14.0561,9.6e-05,7.57137e-06,0.000156,14.0561,0.000139,1.94294e-48
50,75,4e-05,7.48708e-19,0.000141,28.1062,0.000226,1.53397e-05,0.00016,28.1062,0.000143,8.38068e-19
50,75,2.4e-05,0,0.000129,56.2246,9.8e-05,4.30787e-06,0.000171,56.2246,0.000165,3.02606e-48
50,75,2.3e-05,1.3866e-18,0.000127,0.00227313,9.3e-05,8.64251e-06,0.000156,0.00227313,0.000139,1.38872e-18
50,75,2.2e-05,8.91175e-19,0.000186,28.108,9.7e-05,1.50917e-05,0.000156,28.108,0.000139,7.958e-19
50,75,2.3e-05,4.20128e-19,0.000126,7.02683,9.5e-05,1.22902e-05,0.000155,7.02683,0.000178,4.18156e-19
50,75,2.3e-05,1.84334e-19,0.000126,28.1103,9.5e-05,1.07925e-05,0.000155,28.1103,0.000138,1.74546e-19
50,75,2.2e-05,8.82893e-19,0.000152,0.00145673,0.000108,5.12486e-06,0.000156,0.00145673,0.000148,8.39819e-19
50,75,2.2e-05,1.64092e-18,0.000126,21.0776,9.5e-05,9.00442e-06,0.000156,21.0776,0.000178,1.48782e-18
50,75,2.2e-05,1.03426e-18,0.000126,42.1593,9.5e-05,1.88e-05,0.000156,42.1593,0.000139,1.17024e-18
50,75,2.2e-05,1.25973e-18,0.000125,7.0249,0.000134,1.09619e-05,0.000156,7.0249,0.000139,1.3874e-18
50,75,2.2e-05,3.25331e-19,0.000126,0.000588761,9.1e-05,9.68873e-06,0.000155,0.000588761,0.000197,3.12297e-19
50,75,2.3e-05,1.43306e-19,0.000126,7.0274,9.5e-05,1.52241e-05,0.000156,7.0274,0.000138,1.4133e-19
50,75,2.1e-05,0,0.000125,42.1666,0.000135,2.01312e-05,0.000156,42.1666,0.000139,2.43862e-48
50,75,2.3e-05,1.54708e-19,0.000125,63.2447,9.5e-05,2.13249e-05,0.000156,63.2447,0.000153,1.49385e-19
50,75,2.2e-05,1.07604e-18,0.000126,49.1895,9.5e-05,1.55508e-05,0.000155,49.1895,0.000139,1.19201e-18
50,75,2.2e-05,7.96723e-19,0.000125,49.1863,0.000135,2.34929e-05,0.000169,49.1863,0.000139,8.127e-19
50,75,2.2e-05,1.23172e-18,0.000126,49.1903,9.5e-05,2.36313e-05,0.000155,49.1903,0.000139,1.15539e-18
50,75,2.3e-05,9.60988e-19,0.000126,7.02483,9.5e-05,1.1527e-05,0.000156,7.02483,0.000138,9.77662e-19
50,75,2.2e-05,3.04027e-19,0.000125,56.2219,0.000119,1.87483e-05,0.000195,56.2219,0.000139,2.98233e-19
50,75,2.2e-05,1.05814e-18,0.000142,7.02608,0.000158,9.14165e-06,0.000254,7.02608,0.00016,9.98482e-19
50,75,3.3e-05,3.038e-19,0.000155,63.2444,0.000159,1.31734e-05,0.000259,63.2444,0.000191,2.90116e-19
50,75,2.3e-05,1.07843e-18,0.000128,14.0538,9.6e-05,1.09369e-05,0.000156,14.0538,0.000139,1.02176e-18
50,75,2.2e-05,7.76762e-19,0.000126,7.02622,0.000136,1.23078e-05,0.000155,7.02622,0.000139,7.07333e-19
50,75,2.3e-05,5.82759e-19,0.000126,63.2465,9.6e-05,5.43663e-06,0.000157,63.2465,0.000139,5.68237e-19
50,75,2.5e-05,6.51931e-19,0.000135,35.1358,0.000102,1.1847e-05,0.000168,35.1358,0.000183,5.56314e-19
50,75,7.5e-05,3.10897e-19,0.000261,28.1093,0.000288,1.3645e-05,0.000217,28.1093,0.000157,3.05233e-19
50,75,6.6e-05,5.52837e-19,0.000188,56.223,0.0001,2.37986e-05,0.000174,56.223,0.000173,4.98505e-19
50,75,7.7e-05,1.62666e-19,0.000217,7.02638,0.00016,1.21823e-05,0.00016,7.02638,0.000142,1.58917e-19
50,75,2.3e-05,1.30555e-18,0.000141,35.1356,0.00013,1.28092e-05,0.000232,35.1356,0.000184,1.25183e-18
50,75,2.3e-05,1.38103e-18,0.00013,0.00229152,0.00011,1.03711e-05,0.000239,0.00229152,0.000226,1.3092e-18
50,75,5.2e-05,8.71165e-19,0.00027,0.00200507,0.000126,7.74916e-06,0.000326,0.00200507,0.000212,1.05466e-18
50,75,2.4e-05,6.43424e-19,0.000202,49.1951,0.000142,2.58732e-05,0.000196,49.1951,0.000199,6.99237e-19
50,75,3.8e-05,1.06506e-18,0.000172,28.1066,0.000124,1.1149e-05,0.000187,28.1066,0.000192,1.1368e-18
50,75,2.3e-05,9.11955e-19,0.000143,42.1667,0.000138,2.52839e-05,0.000172,42.1667,0.000208,7.26294e-19
50,75,3.6e-05,1.54968e-19,0.000184,56.2155,0.000137,2.51448e-05,0.000155,56.2155,0.000138,1.7316e-19
50,75,2.4e-05,1.30892e-18,0.000178,42.1632,9.6e-05,2.27167e-05,0.000155,42.1632,0.000138,1.22544e-18
50,75,2.2e-05,8.04523e-19,0.000125,63.2465,9.5e-05,6.39109e-06,0.000165,63.2465,0.000203,7.34342e-19
50,75,2.2e-05,6.0745e-19,0.000126,7.02637,9.4e-05,1.30254e-05,0.000156,7.02637,0.000139,5.87624e-19
50,75,2.2e-05,6.02135e-19,0.000163,63.2389,9.7e-05,4.99879e-06,0.000155,63.2389,0.000138,6.26209e-19
50,75,2.2e-05,1.79251e-19,0.000125,49.1905,9.5e-05,2.26619e-05,0.000155,49.1905,0.000176,1.93391e-19
50,75,2.3e-05,1.38634e-18,0.000203,14.0531,0.000157,5.96206e-06,0.000274,14.0531,0.000319,1.59345e-18
50,75,4e-05,5.95078e-19,0.000182,0.00113799,0.00011,1.84927e-05,0.000156,0.00113799,0.000182,5.07089e-19
50,75,2.2e-05,0,0.000127,7.02737,9.6e-05,1.1533e-05,0.000155,7.02737,0.000139,9.72221e-49
50,75,2.3e-05,1.73259e-19,0.000169,0.000287098,0.000174,4.53563e-06,0.000233,0.000287098,0.000138,1.69914e-19
50,75,2.3e-05,3.54445e-19,0.000139,14.0538,9.8e-05,4.77785e-06,0.000195,14.0538,0.000138,3.40166e-19
50,75,2.2e-05,0,9.2e-05,0,9.1e-05,0,2e-06,0,0.000138,0
50,75,2.2e-05,3.00991e-19,0.000125,0.000576704,0.000132,9.26879e-06,0.000156,0.000576704,0.000139,3.18484e-19
50,75,2.3e-05,8.26593e-19,0.000128,49.1935,9.5e-05,1.68472e-05,0.000155,49.1935,0.000138,8.47223e-19
50,75,2.2e-05,0,0.000126,14.0538,9.5e-05,7.06042e-06,0.000156,14.0538,0.000138,1.29898e-48
50,75,2.2e-05,1.15571e-18,0.000125,7.02553,9.5e-05,7.20509e-06,0.000195,7.02553,0.000139,1.11296e-18
50,75,2.2e-05,1.62171e-19,0.000126,42.1643,9.5e-05,1.97329e-05,0.000155,42.1643,0.000139,1.56955e-19
50,75,3.7e-05,8.43747e-19,0.000126,7.02654,9.5e-05,8.44911e-06,0.000156,7.02654,0.000139,8.47223e-19
50,75,2.2e-05,8.6916e-19,0.000127,63.2504,9.6e-05,4.73322e-06,0.000194,63.2504,0.000139,8.72219e-19
50,75,2.2e-05,5.67914e-19,0.000126,35.1377,9.5e-05,8.92865e-06,0.000197,35.1377,0.000142,5.21552e-19
50,75,2.3e-05,1.79263e-18,0.000128,42.1631,9.5e-05,1.99118e-05,0.000157,42.1631,0.000139,1.71449e-18
50,75,2.2e-05,1.74875e-19,0.000125,0.000288258,9.1e-05,4.64169e-06,0.000195,0.000288258,0.000138,1.69033e-19
50,75,2.3e-05,3.22496e-19,0.000157,49.1884,9.6e-05,4.62752e-06,0.000155,49.1884,0.000138,3.04103e-19
50,75,2.3e-05,4.93506e-19,0.000126,14.0536,9.5e-05,6.81505e-06,0.000156,14.0536,0.000138,5.3802e-19
50,75,2.2e-05,6.35381e-19,0.000126,21.0828,9.5e-05,7.14249e-06,0.000209,21.0828,0.000139,5.66132e-19
50,75,2.2e-05,1.41533e-19,0.000126,21.0811,9.5e-05,1.28663e-05,0.000155,21.0811,0.000139,1.44225e-19
50,75,3.7e-05,1.30724e-18,0.000128,56.218,9.5e-05,2.14542e-05,0.000156,56.218,0.000139,1.38156e-18
50,75,2.2e-05,1.21701e-18,0.000125,56.2198,9.5e-05,2.34899e-05,0.000195,56.2198,0.000139,1.06919e-18
50,75,2.2e-05,4.8977e-19,0.000126,28.109,9.5e-05,8.64464e-06,0.000165,28.109,0.000139,5.57798e-19
50,75,3.8e-05,9.68603e-19,0.000151,63.2418,9.6e-05,2.07271e-05,0.000156,63.2418,0.000139,9.15573e-19
50,75,2.2e-05,2.45353e-19,0.000125,63.2404,0.000111,4.27123e-06,0.000313,63.2404,0.000175,2.25049e-19
50,75,8.4e-05,1.57022e-18,0.000183,0.00260591,0.000105,9.92692e-06,0.000249,0.00260591,0.000211,1.64606e-18
50,75,2.5e-05,5.97235e-19,0.000165,56.2232,0.000154,1.80336e-05,0.000156,56.2232,0.000334,5.58949e-19
50,75,5.4e-05,2.96844e-19,0.000175,14.0544,0.000101,7.11465e-06,0.00017,14.0544,0.00018,2.7824e-19
50,75,2.3e-05,9.77662e-19,0.000129,42.164,9.6e-05,1.61719e-05,0.000155,42.164,0.000139,9.67085e-19
50,75,2.3e-05,3.45124e-19,0.000127,21.0822,0.000137,8.1587e-06,0.000156,21.0822,0.000139,3.22567e-19
50,75,2.2e-05,1.11428e-18,0.00017,0.00229704,0.000107,8.30752e-06,0.000155,0.00229704,0.000177,1.16457e-18
50,75,2.2e-05,1.4045e-18,0.000126,35.1352,9.6e-05,1.20073e-05,0.000156,35.1352,0.000139,1.49864e-18
50,75,2.2e-05,4.04084e-19,0.000233,21.08,9.7e-05,1.1003e-05,0.000156,21.08,0.000138,4.24694e-19
50,75,2.2e-05,1.07365e-18,0.000126,0.00202521,9.2e-05,7.33138e-06,0.000156,0.00202521,0.000178,1.09398e-18
50,75,2.2e-05,1.53853e-19,0.000126,49.1869,9.5e-05,2.17643e-05,0.000156,49.1869,0.000139,1.52014e-19
50,75,2.2e-05,7.82768e-19,0.000152,63.2526,0.000112,2.69112e-05,0.000155,63.2526,0.000139,8.26149e-19
50,75,2.2e-05,1.03391e-18,0.000126,21.0815,9.5e-05,9.55564e-06,0.000155,21.0815,0.000177,9.78038e-19
50,75,2.2e-05,8.67362e-19,0.000128,7.02699,9.5e-05,5.67806e-06,0.000156,7.02699,0.000139,6.88383e-19
50,75,2.2e-05,1.00618e-18,0.000125,28.1072,0.000135,1.35972e-05,0.000156,28.1072,0.000139,9.64422e-19
50,75,2.2e-05,5.30456e-19,0.000126,42.1618,9.5e-05,1.5831e-05,0.000155,42.1618,0.000193,5.77058e-19
50,75,2.2e-05,8.59277e-19,0.000126,42.1645,9.5e-05,1.11309e-05,0.000155,42.1645,0.000139,8.7285e-19
50,75,2.2e-05,9.4012e-19,0.000126,42.1651,0.000106,1.10563e-05,0.000156,42.1651,0.000139,1.08961e-18
50,75,2.2e-05,0,0.000126,42.1598,9.5e-05,2.46713e-05,0.000156,42.1598,0.000138,1.30389e-47
50,75,2.3e-05,7.66167e-19,0.000128,14.054,9.5e-05,6.04313e-06,0.000157,14.054,0.000138,7.34842e-19
50,75,2.2e-05,1.49232e-19,0.000125,56.2142,9.5e-05,2.55086e-05,0.000169,56.2142,0.000138,1.46319e-19
50,75,2.2e-05,0,0.000128,63.2524,9.5e-05,1.86271e-05,0.000155,63.2524,0.000166,8.68026e-50
50,75,2.2e-05,3.96744e-19,0.000137,49.1881,9.5e-05,2.08087e-05,0.000155,49.1881,0.000138,4.11961e-19
50,75,2.2e-05,1.44264e-19,0.000126,49.1888,9.5e-05,2.55621e-05,0.000199,49.1888,0.000139,1.28838e-19
50,100,3e-05,1.21973e-18,0.000193,35.0561,0.000108,1.70537e-05,0.000375,35.0561,0.000329,1.24801e-18
50,100,2.7e-05,1.11494e-18,0.00032,63.1109,0.000156,1.98338e-05,0.000305,63.1109,0.000205,1.13583e-18
50,100,2.6e-05,5.97081e-19,0.000199,0.00116138,0.000101,1.77213e-05,0.000233,0.00116138,0.000237,6.38121e-19
50,100,2.4e-05,9.7201e-19,0.000146,56.1014,0.000117,1.92542e-05,0.000245,56.1014,0.000222,8.93234e-19
50,100,2.4e-05,1.25407e-19,0.000175,14.0245,0.0001,1.68249e-05,0.000259,14.0245,0.000221,1.35737e-19
50,100,2.4e-05,6.13018e-19,0.000173,14.0255,0.000115,7.35213e-06,0.000292,14.0255,0.000221,6.10165e-19
50,100,2.3e-05,0,0.000173,56.1023,0.000101,2.15475e-05,0.000246,56.1023,0.00025,8.54486e-66
50,100,3.8e-05,1.80145e-19,0.000173,63.1271,0.000101,4.84199e-06,0.000245,63.1271,0.000211,1.71226e-19
50,100,2.4e-05,1.64734e-19,0.000172,35.0628,0.000101,1.50085e-05,0.000245,35.0628,0.000209,1.62771e-19
50,100,2.4e-05,6.8678e-19,0.00016,21.0362,0.000136,1.05127e-05,0.000232,21.0362,0.000228,7.3883e-19
50,100,2.4e-05,1.7832e-19,0.000234,49.0985,0.000115,1.2241e-05,0.00026,49.0985,0.000208,1.64176e-19
50,100,2.3e-05,0,0.000125,0,9.7e-05,0,1.5e-05,0,0.000237,0
50,100,2.4e-05,8.50684e-19,0.000158,0.00172177,0.00014,7.08329e-06,0.00026,0.00172177,0.000277,7.18156e-19
50,100,3.7e-05,9.38164e-19,0.000215,7.0117,0.000192,1.3412e-05,0.000307,7.0117,0.00022,9.38947e-19
50,100,2.4e-05,1.21701e-18,0.000172,56.113,0.0001,2.24238e-05,0.000343,56.113,0.000195,1.18954e-18
50,100,5.1e-05,3.55544e-19,0.000151,14.0226,0.000103,5.30766e-06,0.000246,14.0226,0.000239,3.38678e-19
50,100,2.5e-05,7.6184e-19,0.00019,42.0757,0.000143,9.87968e-06,0.000275,42.0757,0.000195,7.46251e-19
50,100,3.7e-05,1.30189e-18,0.00016,49.0911,0.000101,1.80227e-05,0.000245,49.0911,0.000251,1.27538e-18
50,100,4.1e-05,1.1179e-18,0.000177,49.0777,0.000141,2.47566e-05,0.000381,49.0777,0.00036,1.06816e-18
50,100,2.8e-05,7.45759e-19,0.000176,35.0599,0.000142,1.32621e-05,0.000282,35.0599,0.00022,7.83355e-19
50,100,4e-05,1.46868e-18,0.000218,49.0841,0.000131,4.52693e-06,0.000343,49.0841,0.00029,1.40424e-18
50,100,3.8e-05,8.60986e-19,0.000173,0.0014413,0.000125,6.28782e-06,0.000367,0.0014413,0.000342,9.19177e-19
50,100,2.3e-05,0,0.00015,0,0.000166,0,2e-06,0,0.000338,0
50,100,5e-05,1.01128e-18,0.000211,7.01007,0.00014,1.00323e-05,0.00022,7.01007,0.000194,1.00837e-18
50,100,2.3e-05,0,9.6e-05,0,9.5e-05,0,2e-06,0,0.000235,0
50,100,2.4e-05,1.13841e-18,0.000146,56.1021,0.000127,1.71274e-05,0.000218,56.1021,0.000221,1.04275e-18
50,100,2.2e-05,0,0.000161,28.0488,0.000101,1.34708e-05,0.000218,28.0488,0.000205,8.77493e-65
50,100,2.4e-05,2.72065e-19,0.000148,63.1126,0.000115,5.14819e-06,0.000219,63.1126,0.000196,2.72402e-19
50,100,2.3e-05,0,0.000145,28.0524,0.0001,1.16046e-05,0.000245,28.0524,0.000209,1.44709e-65
50,100,2.4e-05,1.31061e-18,0.000146,35.0577,0.000114,1.54765e-05,0.000231,35.0577,0.000236,1.19631e-18
50,100,2.4e-05,1.08961e-18,0.000145,35.0681,0.0001,1.1491e-05,0.00022,35.0681,0.000194,1.06575e-18
50,100,2.3e-05,8.74952e-19,0.000161,63.1017,0.000101,4.22831e-06,0.000245,63.1017,0.000194,8.46789e-19
50,100,2.4e-05,7.82299e-19,0.000147,28.0531,0.000171,1.47478e-05,0.000232,28.0531,0.000194,7.02643e-19
50,100,2.4e-05,1.37501e-19,0.000145,35.0615,0.0001,2.40243e-05,0.000262,35.0615,0.00021,1.59422e-19
50,100,2.4e-05,1.72282e-18,0.000146,14.0228,0.0001,5.49749e-06,0.00024,14.0228,0.000221,1.53425e-18
50,100,2.3e-05,0,0.000145,14.0292,0.000101,4.67429e-06,0.000219,14.0292,0.000207,7.93223e-67
50,100,3.7e-05,9.42851e-19,0.000145,28.0461,0.000127,1.43439e-05,0.000223,28.0461,0.00031,9.19976e-19
50,100,4.4e-05,2.82335e-19,0.000245,21.0359,0.0002,1.33236e-05,0.000329,21.0359,0.000298,3.24837e-19
50,100,2.7e-05,1.65585e-18,0.00018,21.0356,0.000132,9.23367e-06,0.000302,21.0356,0.000223,1.60836e-18
50,100,3.9e-05,1.26584e-18,0.000189,35.0638,0.000102,2.02253e-05,0.000273,35.0638,0.000222,1.399e-18
50,100,2.4e-05,8.75372e-19,0.000147,35.0678,0.000123,1.10726e-05,0.000218,35.0678,0.000221,7.96261e-19
50,100,2.4e-05,3.42319e-19,0.000147,14.0224,0.000101,1.75141e-05,0.000232,14.0224,0.000209,2.84119e-19
50,100,2.5e-05,8.31025e-19,0.000147,21.0374,0.000129,4.8789e-06,0.000221,21.0374,0.000295,8.11795e-19
50,100,5.5e-05,5.97081e-19,0.000177,7.01269,0.000101,1.12624e-05,0.000267,7.01269,0.000196,5.30803e-19
50,100,4.4e-05,1.02068e-18,0.000337,35.0588,0.000257,2.50115e-05,0.000313,35.0588,0.000304,1.04486e-18
50,100,4e-05,5.86998e-19,0.000237,63.115,0.000159,5.33226e-06,0.000349,63.115,0.000317,5.91518e-19
50,100,3.8e-05,3.77408e-19,0.000239,35.0661,0.000181,1.10462e-05,0.000314,35.0661,0.000302,3.82184e-19
50,100,3.8e-05,0,0.000828,56.1022,0.000174,1.33232e-05,0.000342,56.1022,0.000303,1.78908e-67
50,100,4.6e-05,1.23796e-18,0.000284,63.1093,0.000153,4.52374e-06,0.000219,63.1093,0.00021,1.16804e-18
50,100,3.6e-05,1.26148e-18,0.000211,56.1062,0.00016,2.20113e-05,0.000299,56.1062,0.000273,1.3148e-18
50,100,3.5e-05,4.91454e-19,0.00022,63.1094,0.000129,1.63603e-05,0.000256,63.1094,0.000372,5.0126e-19
50,100,4e-05,4.07704e-19,0.000257,35.0659,0.000178,1.47447e-05,0.000317,35.0659,0.000326,4.65939e-19
50,100,4.9e-05,3.92088e-19,0.000268,49.1012,0.000228,2.02787e-05,0.000319,49.1012,0.000315,4.16175e-19
50,100,4.1e-05,4.77618e-19,0.000285,7.01184,0.000201,9.88471e-06,0.000306,7.01184,0.000241,4.75692e-19
50,100,2.6e-05,8.199e-19,0.000149,35.0631,0.000103,1.61317e-05,0.00022,35.0631,0.000236,8.94056e-19
50,100,5.1e-05,8.13152e-19,0.000163,49.0885,0.000102,2.50927e-05,0.000219,49.0885,0.000195,8.04523e-19
50,100,2.3e-05,0,0.000175,7.01345,0.000154,9.42431e-06,0.000273,7.01345,0.000243,1.42785e-66
50,100,2.3e-05,4.82211e-19,0.000142,63.1218,9.8e-05,5.31096e-06,0.000251,63.1218,0.00023,5.61572e-19
50,100,2.3e-05,1.76476e-19,0.00017,63.1111,0.000125,1.6593e-05,0.000224,63.1111,0.00019,1.72529e-19
50,100,2.4e-05,0,0.000135,0,9.3e-05,0,2e-06,0,0.00023,0
50,100,2.4e-05,8.75372e-19,0.000141,28.0533,9.8e-05,1.23692e-05,0.000213,28.0533,0.000308,9.79914e-19
50,100,2.3e-05,9.09131e-19,0.000358,28.049,0.000156,1.3388e-05,0.000251,28.049,0.000185,8.89525e-19
50,100,5.1e-05,1.39057e-18,0.000156,28.0518,0.000112,1.12905e-05,0.000295,28.0518,0.00019,1.53042e-18
50,100,2.3e-05,9.83282e-19,0.000156,0.00169556,9.5e-05,6.79869e-06,0.000267,0.00169556,0.000217,9.94427e-19
50,100,2.3e-05,3.11266e-19,0.000167,28.0482,0.000113,9.5742e-06,0.000213,28.0482,0.000218,3.20138e-19
50,100,2.3e-05,6.7273e-19,0.000155,56.1044,0.00015,2.44818e-05,0.000212,56.1044,0.000189,6.11518e-19
50,100,2.2e-05,0,0.000182,28.0543,0.000126,1.20485e-05,0.000246,28.0543,0.000184,2.58319e-65
50,100,2.2e-05,8.21243e-19,0.000138,21.0387,9.5e-05,6.44933e-06,0.000208,21.0387,0.000195,8.87044e-19
50,100,2.2e-05,1.61923e-19,0.00014,35.0604,9.5e-05,1.75044e-05,0.000207,35.0604,0.000185,1.72296e-19
50,100,2.2e-05,8.31909e-19,0.000164,35.0557,0.000163,2.07113e-05,0.000316,35.0557,0.000347,8.39819e-19
50,100,5.5e-05,1.09801e-18,0.000192,14.0268,0.000104,6.21487e-06,0.000229,14.0268,0.000242,1.05536e-18
50,100,5.4e-05,4.73951e-19,0.000176,7.01284,0.000126,9.27355e-06,0.000362,7.01284,0.00025,4.04084e-19
50,100,2.3e-05,1.06782e-18,0.000139,28.0466,0.000125,1.19799e-05,0.000207,28.0466,0.000185,1.1538e-18
50,100,2.2e-05,3.66921e-19,0.000137,28.0546,0.000137,1.08017e-05,0.000207,28.0546,0.000185,3.60355e-19
50,100,2.3e-05,9.33453e-19,0.000138,42.08,9.5e-05,1.47001e-05,0.000227,42.08,0.000184,9.80289e-19
50,100,2.3e-05,4.48054e-19,0.000138,63.1167,9.6e-05,4.40273e-06,0.000208,63.1167,0.000195,4.81258e-19
50,100,2.2e-05,1.72229e-19,0.00014,28.0483,9.5e-05,1.21877e-05,0.000207,28.0483,0.000184,1.77611e-19
50,100,2.2e-05,1.02606e-18,0.000165,49.0957,0.000111,2.34702e-05,0.000207,49.0957,0.000184,7.79005e-19
50,100,2.2e-05,2.94202e-19,0.000137,42.0767,9.5e-05,1.54021e-05,0.000342,42.0767,0.000185,3.45789e-19
50,100,2.3e-05,1.46693e-18,0.000139,7.01011,9.5e-05,8.25065e-06,0.000207,7.01011,0.000213,1.50134e-18
50,100,2.3e-05,5.62389e-19,0.000152,7.01195,9.5e-05,1.34872e-05,0.000206,7.01195,0.000185,5.65808e-19
50,100,2.3e-05,1.6389e-18,0.000138,28.0515,9.5e-05,1.21099e-05,0.000207,28.0515,0.000184,1.4925e-18
50,100,2.2e-05,1.92884e-18,0.000137,56.0947,0.000106,1.78047e-05,0.000208,56.0947,0.000185,2.11072e-18
50,100,2.3e-05,1.04134e-18,0.000138,35.0608,9.5e-05,1.72002e-05,0.000207,35.0608,0.000195,9.09939e-19
50,100,2.2e-05,7.4032e-19,0.00014,21.0415,9.5e-05,8.89194e-06,0.000234,21.0415,0.000185,7.58578e-19
50,100,2.3e-05,7.74275e-19,0.000139,21.0391,9.5e-05,7.9219e-06,0.000237,21.0391,0.000185,8.30141e-19
50,100,2.2e-05,2.97539e-19,0.000139,0.000580613,0.000103,8.41704e-06,0.000207,0.000580613,0.000184,3.29747e-19
50,100,2.3e-05,7.48831e-19,0.000137,35.0603,9.5e-05,1.85038e-05,0.000219,35.0603,0.000215,7.10442e-19
50,100,2.2e-05,0,0.000138,49.0893,9.5e-05,1.74273e-05,0.000207,49.0893,0.000198,3.99827e-66
50,100,2.3e-05,8.06347e-19,0.000141,56.1009,9.8e-05,4.50027e-06,0.000213,56.1009,0.000259,8.23476e-19
50,100,5.6e-05,0,0.000268,21.0396,0.000131,1.03487e-05,0.000319,21.0396,0.000394,6.07922e-65
50,100,6.9e-05,1.00289e-18,0.000337,49.0934,0.000217,4.39334e-06,0.000298,49.0934,0.000185,1.06126e-18
50,100,2.2e-05,0,0.000139,28.0545,9.7e-05,8.60178e-06,0.000207,28.0545,0.000249,5.76494e-67
50,100,2.3e-05,5.41593e-19,0.000139,42.0728,9.6e-05,1.62443e-05,0.000207,42.0728,0.000185,4.99057e-19
50,100,4.9e-05,2.87971e-19,0.000152,14.0271,9.6e-05,7.17506e-06,0.000208,14.0271,0.000184,2.72234e-19
50,100,2.2e-05,9.15172e-19,0.000137,7.01196,0.00012,9.91915e-06,0.00022,7.01196,0.000185,8.0953e-19
50,100,2.2e-05,1.05012e-18,0.00014,42.0761,0.000139,1.54869e-05,0.000314,42.0761,0.000203,9.81038e-19
50,100,2.3e-05,7.85696e-19,0.000198,14.0225,0.000139,5.02079e-06,0.000253,14.0225,0.00019,7.34342e-19
50,100,2.3e-05,9.99217e-19,0.000198,49.093,9.8e-05,1.47933e-05,0.000336,49.093,0.000295,1.05918e-18
50,100,3.9e-05,1.32233e-18,0.000169,49.0941,0.000111,2.62088e-05,0.000224,49.0941,0.0002,1.16141e-18
50,200,2.5e-05,0,0.000196,48.6925,0.000102,2.15549e-05,0.000482,48.6925,0.000381,8.22543e-132
50,200,2.4e-05,5.39384e-19,0.000207,55.6405,0.000101,2.37727e-05,0.000425,55.6405,0.0004,5.07632e-19
50,200,2.4e-05,6.06239e-19,0.00019,62.6069,9.9e-05,5.49958e-06,0.000426,62.6069,0.00039,6.4042e-19
50,200,2.3e-05,1.4819e-19,0.000223,55.638,9.9e-05,2.13629e-05,0.000599,55.638,0.000642,1.62242e-19
50,200,4.2e-05,8.51116e-19,0.000283,6.95424,0.000116,1.0317e-05,0.000608,6.95424,0.00038,9.07513e-19
50,200,2.3e-05,0,0.000441,55.6452,0.000291,2.53612e-05,0.000705,55.6452,0.000598,2.9296e-131
50,200,4.5e-05,9.91097e-19,0.000468,48.7024,0.000252,2.1652e-05,0.000767,48.7024,0.000613,1.03177e-18
50,200,4.6e-05,5.43961e-19,0.000367,48.6825,0.000208,2.05379e-05,0.00128,48.6825,0.000682,5.50173e-19
50,200,4.2e-05,8.71165e-19,0.000358,55.6594,0.000186,5.18012e-06,0.000631,55.6594,0.0006,8.77467e-19
50,200,2.4e-05,1.20823e-18,0.000247,27.8139,0.000114,9.90729e-06,0.000547,27.8139,0.000446,1.17806e-18
50,200,3.8e-05,9.65184e-19,0.00029,6.95443,0.000104,1.57749e-05,0.000719,6.95443,0.000559,9.33453e-19
50,200,3.7e-05,1.63966e-19,0.000289,62.5885,0.0001,2.22073e-05,0.000501,62.5885,0.000782,1.73656e-19
50,200,4.4e-05,1.77514e-19,0.000698,62.5625,0.000217,4.47493e-06,0.000887,62.5625,0.000654,1.72396e-19
50,200,2.7e-05,8.29255e-19,0.000245,20.8693,0.000126,1.16931e-05,0.000425,20.8693,0.000422,7.44279e-19
50,200,2.3e-05,9.38555e-19,0.000257,48.6897,0.000181,1.87653e-05,0.000605,48.6897,0.000598,9.07109e-19
50,200,4.2e-05,4.90519e-19,0.00025,62.5967,0.000165,4.04131e-06,0.000677,62.5967,0.00038,5.45647e-19
50,200,2.3e-05,0,0.000202,62.5995,0.000101,4.8934e-06,0.000424,62.5995,0.000452,1.77987e-130
50,200,2.4e-05,6.31612e-19,0.000222,34.779,0.000112,1.82353e-05,0.000577,34.779,0.000496,5.90119e-19
50,200,2.4e-05,6.90248e-19,0.000204,20.8682,0.000111,1.14572e-05,0.000424,20.8682,0.00038,6.30156e-19
50,200,2.3e-05,8.69054e-19,0.000204,55.6309,9.9e-05,1.66448e-05,0.00047,55.6309,0.000437,9.2396e-19
50,200,2.7e-05,7.86981e-19,0.000216,62.5939,0.000109,2.29529e-05,0.000472,62.5939,0.000414,7.45266e-19
50,200,2.7e-05,1.50183e-18,0.000242,55.6481,0.000112,2.31791e-05,0.000473,55.6481,0.000403,1.45713e-18
50,200,2.7e-05,1.06022e-18,0.000335,48.6833,0.000128,2.11669e-05,0.000792,48.6833,0.000765,9.5639e-19
50,200,2.9e-05,0,0.000345,13.911,0.000117,1.56717e-05,0.000694,13.911,0.000416,5.96452e-135
