Tamaño de la matriz,Número de Condición,Número de iteraciones,Tiempos LU,Errores LU,Tiempos JMat,Errores JMat,Tiempos GSMat,Errores GSMat,Tiempos JSum,Errores JSum,Tiempos GSSum,Errores GSSum
16,96.4847,25,3.8e-05,1.51382e-14,4.5e-05,3.63491e+40,1.3e-05,inf,6e-06,3.63491e+40,5e-06,inf
16,477.549,25,8e-06,1.51449e-13,4.1e-05,7.97832e+34,1.9e-05,1.97564e+130,8e-06,7.97832e+34,8e-06,1.97564e+130
16,1247.96,25,4e-06,7.55885e-13,1.6e-05,5.72575e+18,1.2e-05,3.38838e+62,6e-06,5.72575e+18,5e-06,3.38838e+62
16,127.445,25,4e-06,2.83461e-14,1.6e-05,3.50547e+23,1.2e-05,1.2318e+72,5e-06,3.50547e+23,5e-06,1.2318e+72
16,2607.68,25,4e-06,8.59715e-13,1.6e-05,2.97688e+38,1.2e-05,inf,5e-06,2.97688e+38,5e-06,inf
16,94.2505,25,4e-06,2.6587e-14,1.6e-05,1.69653e+28,1.2e-05,1.03036e+102,5e-06,1.69653e+28,5e-06,1.03036e+102
16,65.759,25,9e-06,2.94176e-14,1.7e-05,3.53247e+37,1.3e-05,inf,5e-06,3.53247e+37,5e-06,inf
16,360.076,25,4e-06,5.15316e-14,1.6e-05,1.12193e+28,1.3e-05,1.62103e+89,5e-06,1.12193e+28,5e-06,1.62103e+89
16,60.4986,25,3e-06,0,1.5e-05,1.27841e+23,1.2e-05,2.07671e+53,5e-06,1.27841e+23,5e-06,2.07671e+53
16,97.7158,25,4e-06,1.38351e-14,1.3e-05,2.45349e+27,1.1e-05,4.73959e+89,5e-06,2.45349e+27,5e-06,4.73959e+89
16,15772.9,25,4e-06,2.12353e-12,1.5e-05,7.6804e+29,1.2e-05,1.77363e+100,5e-06,7.6804e+29,4e-06,1.77363e+100
16,453.11,25,3e-06,1.20088e-13,1.4e-05,4.98809e+27,1.2e-05,7.58274e+122,5e-06,4.98809e+27,4e-06,7.58274e+122
16,68.59,25,5e-06,1.631e-14,2.1e-05,1.85528e+26,1.9e-05,6.25138e+90,8e-06,1.85528e+26,5e-06,6.25138e+90
16,265.885,25,6e-06,1.16729e-14,2.7e-05,2.97963e+29,1.7e-05,2.84918e+100,6e-06,2.97963e+29,5e-06,2.84918e+100
16,67.7313,25,4e-06,1.00371e-14,1.5e-05,1.05713e+38,1.2e-05,4.12888e+131,5e-06,1.05713e+38,4e-06,4.12888e+131
16,86.859,25,4e-06,5.6583e-14,1.4e-05,7.99732e+27,1.2e-05,4.70208e+119,5e-06,7.99732e+27,4e-06,4.70208e+119
16,147.114,25,6e-06,1.28929e-14,3.4e-05,2.00458e+30,2e-05,4.05544e+134,9e-06,2.00458e+30,8e-06,4.05544e+134
16,71.4755,25,4e-06,5.63267e-15,1.5e-05,1.79084e+30,1.3e-05,1.49409e+90,5e-06,1.79084e+30,5e-06,1.49409e+90
16,69.7446,25,4e-06,3.20476e-14,1.5e-05,1.13688e+42,1.2e-05,3.22166e+127,5e-06,1.13688e+42,5e-06,3.22166e+127
16,5758.12,25,4e-06,1.21942e-12,1.5e-05,6.08661e+36,1.2e-05,1.17895e+121,5e-06,6.08661e+36,5e-06,1.17895e+121
16,121.605,25,4e-06,1.67066e-14,3.5e-05,1.06261e+28,1.9e-05,1.46096e+119,8e-06,1.06261e+28,8e-06,1.46096e+119
16,233.505,25,4e-06,1.04934e-13,1.6e-05,3.13486e+29,1.2e-05,4.47831e+85,5e-06,3.13486e+29,5e-06,4.47831e+85
16,114.588,25,1.6e-05,4.60492e-14,1.6e-05,6.39588e+32,1.2e-05,3.37848e+102,5e-06,6.39588e+32,5e-06,3.37848e+102
16,247.096,25,3e-06,4.96114e-14,1.4e-05,2.15486e+25,1.2e-05,6.54112e+105,5e-06,2.15486e+25,5e-06,6.54112e+105
16,237.297,25,3e-06,3.06102e-14,1.4e-05,5.78599e+19,1.2e-05,6.37752e+63,5e-06,5.78599e+19,4e-06,6.37752e+63
16,225.943,25,4e-06,6.46148e-15,1.6e-05,4.36172e+29,1.2e-05,2.48377e+125,5e-06,4.36172e+29,5e-06,2.48377e+125
16,54.2981,25,4e-06,2.75382e-15,1.5e-05,1.85549e+41,1.2e-05,8.08748e+75,5e-06,1.85549e+41,5e-06,8.08748e+75
16,108.007,25,4e-06,4.52982e-14,1.6e-05,4.35161e+37,1.2e-05,3.83177e+141,5e-06,4.35161e+37,1.6e-05,3.83177e+141
16,76.5464,25,5e-06,1.7132e-14,1.7e-05,9.11575e+26,1.3e-05,2.08639e+123,6e-06,9.11575e+26,5e-06,2.08639e+123
16,65.1984,25,5e-06,5.88045e-14,1.7e-05,1.59977e+18,1.4e-05,8.61894e+64,5e-06,1.59977e+18,5e-06,8.61894e+64
16,80.2024,25,7e-06,1.8694e-14,4.2e-05,2.38133e+20,2.3e-05,1.25794e+61,9e-06,2.38133e+20,9e-06,1.25794e+61
16,403.947,25,5e-06,7.45117e-14,1.6e-05,2.67595e+21,1.2e-05,5.65423e+94,5e-06,2.67595e+21,5e-06,5.65423e+94
16,58.023,25,4e-06,8.96196e-15,1.5e-05,1.16331e+32,1.2e-05,4.03399e+102,5e-06,1.16331e+32,5e-06,4.03399e+102
16,126.176,25,4e-06,6.47544e-15,1.6e-05,1.35432e+38,1.2e-05,8.82411e+117,5e-06,1.35432e+38,5e-06,8.82411e+117
16,134.185,25,4e-06,1.20581e-13,1.4e-05,3.88835e+21,1.2e-05,4.11164e+90,5e-06,3.88835e+21,5e-06,4.11164e+90
16,249.28,25,4e-06,3.53783e-14,1.5e-05,1.55999e+25,1.2e-05,6.4462e+122,5e-06,1.55999e+25,4e-06,6.4462e+122
16,43.8508,25,3e-06,3.33147e-15,1.4e-05,2.2522e+44,1.2e-05,7.02996e+142,5e-06,2.2522e+44,4e-06,7.02996e+142
16,55.082,25,1.7e-05,1.77071e-14,5.5e-05,3.00775e+38,2.3e-05,2.74847e+126,1.2e-05,3.00775e+38,1.1e-05,2.74847e+126
16,56.6901,25,4e-06,1.05173e-14,1.6e-05,2.62985e+27,1.3e-05,1.12814e+54,5e-06,2.62985e+27,5e-06,1.12814e+54
16,131.921,25,3e-06,0,1.4e-05,3.49176e+22,1.2e-05,1.69693e+72,5e-06,3.49176e+22,4e-06,1.69693e+72
16,812.656,25,3e-06,0,1.5e-05,1.70511e+47,1.2e-05,inf,5e-06,1.70511e+47,4e-06,inf
16,78.833,25,3e-06,0,1.3e-05,1.05399e+54,1.2e-05,1.9945e+137,5e-06,1.05399e+54,4e-06,1.9945e+137
16,79.251,25,4e-06,2.03374e-14,1.5e-05,2.1426e+28,1.1e-05,2.27552e+78,5e-06,2.1426e+28,4e-06,2.27552e+78
16,215.567,25,5e-06,5.94752e-14,1.6e-05,3.51737e+22,1.5e-05,1.21183e+84,9e-06,3.51737e+22,7e-06,1.21183e+84
16,73.6037,25,4e-06,4.50811e-14,1.6e-05,1.25378e+31,1.2e-05,2.34165e+118,5e-06,1.25378e+31,5e-06,2.34165e+118
16,348.581,25,3e-06,8.20063e-15,1.5e-05,3.53469e+36,1.2e-05,1.83126e+111,5e-06,3.53469e+36,4e-06,1.83126e+111
16,124.586,25,3e-06,4.05592e-15,1.4e-05,3.87051e+43,1.2e-05,2.03016e+116,5e-06,3.87051e+43,4e-06,2.03016e+116
16,56.1952,25,5e-06,1.24914e-14,1.5e-05,3.21264e+29,1.2e-05,2.19129e+113,2e-05,3.21264e+29,5e-06,2.19129e+113
16,159.015,25,4e-06,5.44372e-14,1.6e-05,2.48291e+40,1.2e-05,inf,5e-06,2.48291e+40,5e-06,inf
16,51.4872,25,6e-06,6.83667e-15,2.1e-05,3.40075e+31,1.4e-05,9.24609e+147,5e-06,3.40075e+31,4e-06,9.24609e+147
16,250.993,25,4e-06,8.21112e-14,1.5e-05,1.02876e+21,1.2e-05,3.21264e+73,5e-06,1.02876e+21,5e-06,3.21264e+73
16,94.1748,25,3e-06,2.37536e-14,1.4e-05,2.94091e+19,1.2e-05,2.4542e+58,5e-06,2.94091e+19,5e-06,2.4542e+58
16,205.057,25,3e-06,5.84648e-14,1.3e-05,3.04461e+30,1.1e-05,1.8984e+74,5e-06,3.04461e+30,4e-06,1.8984e+74
16,59.0433,25,6e-06,5.25285e-15,4.1e-05,6.22864e+23,2.8e-05,1.97668e+85,1.1e-05,6.22864e+23,1.1e-05,1.97668e+85
16,127.883,25,4e-06,1.00336e-14,1.4e-05,6.63707e+22,2.2e-05,4.09764e+78,7e-06,6.63707e+22,5e-06,4.09764e+78
16,191.031,25,4e-06,6.72572e-14,1.6e-05,1.38484e+34,1.2e-05,1.16847e+126,5e-06,1.38484e+34,5e-06,1.16847e+126
16,55.4121,25,4e-06,4.01459e-14,1.5e-05,2.64153e+36,1.2e-05,2.40526e+144,5e-06,2.64153e+36,4e-06,2.40526e+144
16,3004.19,25,3e-06,0,1.5e-05,7.13996e+22,1.2e-05,5.86869e+82,5e-06,7.13996e+22,4e-06,5.86869e+82
16,218.619,25,7e-06,1.07038e-13,3.7e-05,1.07392e+30,2.2e-05,1.01548e+123,9e-06,1.07392e+30,9e-06,1.01548e+123
16,69.9157,25,4e-06,2.75165e-14,2.7e-05,9.73525e+27,1.2e-05,inf,5e-06,9.73525e+27,4e-06,inf
16,4934.78,25,4e-06,1.21891e-12,1.4e-05,4.39629e+23,1.1e-05,2.83568e+65,5e-06,4.39629e+23,4e-06,2.83568e+65
16,84.2875,25,4e-06,2.67564e-14,1.5e-05,5.02805e+20,1.3e-05,9.43634e+86,5e-06,5.02805e+20,5e-06,9.43634e+86
16,247.975,25,4e-06,1.6003e-13,1.6e-05,4.26805e+27,1.2e-05,1.96529e+105,5e-06,4.26805e+27,5e-06,1.96529e+105
16,291.486,25,4e-06,1.61267e-14,1.6e-05,1.74064e+34,1.2e-05,3.33613e+133,5e-06,1.74064e+34,5e-06,3.33613e+133
16,103.89,25,4e-06,1.76721e-14,1.6e-05,3.20865e+43,1.2e-05,8.12047e+141,5e-06,3.20865e+43,5e-06,8.12047e+141
16,70.6881,25,4e-06,9.27103e-15,1.6e-05,1.02184e+27,1.2e-05,1.65601e+81,5e-06,1.02184e+27,5e-06,1.65601e+81
16,1499.86,25,4e-06,4.22235e-13,1.5e-05,1.64347e+35,1.3e-05,7.96668e+112,5e-06,1.64347e+35,5e-06,7.96668e+112
16,1415.18,25,7e-06,7.57653e-13,3.8e-05,9.16252e+20,2e-05,2.40772e+69,9e-06,9.16252e+20,8e-06,2.40772e+69
16,84.5378,25,4e-06,3.41213e-14,1.6e-05,1.19845e+26,1.2e-05,1.92947e+88,5e-06,1.19845e+26,5e-06,1.92947e+88
16,472.197,25,4e-06,3.19898e-14,1.6e-05,3.9908e+21,1.2e-05,7.48593e+81,5e-06,3.9908e+21,5e-06,7.48593e+81
16,77.652,25,4e-06,3.25551e-14,1.6e-05,1.15712e+23,1.2e-05,6.27448e+59,5e-06,1.15712e+23,5e-06,6.27448e+59
16,121.972,25,4e-06,3.20299e-14,1.6e-05,1.21356e+26,1.3e-05,1.43102e+90,5e-06,1.21356e+26,5e-06,1.43102e+90
16,165.651,25,4e-06,3.94215e-14,1.4e-05,5.78937e+27,1.2e-05,2.62613e+135,5e-06,5.78937e+27,4e-06,2.62613e+135
16,349.149,25,4e-06,2.63787e-13,1.4e-05,5.99886e+36,1.2e-05,2.20821e+114,5e-06,5.99886e+36,4e-06,2.20821e+114
16,147.438,25,5e-06,5.74895e-14,2.9e-05,4.34348e+22,1.2e-05,1.30158e+98,5e-06,4.34348e+22,5e-06,1.30158e+98
16,78.6537,25,4e-06,3.05152e-14,1.6e-05,7.87281e+27,1.3e-05,1.43788e+87,5e-06,7.87281e+27,5e-06,1.43788e+87
16,247.605,25,4e-06,1.17186e-13,1.6e-05,1.12779e+19,1.2e-05,1.67363e+69,2.1e-05,1.12779e+19,5e-06,1.67363e+69
16,58.1233,25,8e-06,4.28494e-14,2.8e-05,7.13759e+24,2.4e-05,5.75193e+124,1.2e-05,7.13759e+24,2.5e-05,5.75193e+124
16,99.7291,25,4e-06,0,4.2e-05,1.50498e+25,2.5e-05,3.58211e+90,9e-06,1.50498e+25,5e-06,3.58211e+90
16,226.437,25,5e-06,5.39002e-14,1.7e-05,1.09816e+29,1.3e-05,2.53455e+117,5e-06,1.09816e+29,5e-06,2.53455e+117
16,75.007,25,5e-06,2.08961e-14,1.6e-05,2.72107e+23,1.3e-05,1.46772e+110,6e-06,2.72107e+23,5e-06,1.46772e+110
16,193.645,25,4e-06,4.0955e-14,1.6e-05,1.09562e+26,1.2e-05,6.66848e+80,5e-06,1.09562e+26,5e-06,6.66848e+80
16,87.4021,25,4e-06,5.98822e-15,1.6e-05,3.29341e+20,1.2e-05,1.21662e+81,5e-06,3.29341e+20,5e-06,1.21662e+81
16,301.572,25,4e-06,2.37049e-13,1.7e-05,1.23623e+58,1.3e-05,inf,5e-06,1.23623e+58,5e-06,inf
16,66.686,25,4e-06,1.83526e-14,1.6e-05,3.71668e+23,2.6e-05,8.28138e+91,6e-06,3.71668e+23,5e-06,8.28138e+91
16,207.92,25,4e-06,1.37902e-14,1.6e-05,1.38964e+29,1.3e-05,inf,5e-06,1.38964e+29,5e-06,inf
16,146.12,25,4e-06,4.35932e-14,1.7e-05,2.73359e+22,1.3e-05,7.98018e+81,5e-06,2.73359e+22,2.5e-05,7.98018e+81
16,103.99,25,5e-06,7.59575e-15,1.5e-05,8.19985e+31,1.3e-05,1.08207e+118,1.8e-05,8.19985e+31,5e-06,1.08207e+118
16,241.115,25,4e-06,2.64345e-14,1.6e-05,9.29591e+36,1.3e-05,2.47047e+129,5e-06,9.29591e+36,5e-06,2.47047e+129
16,161.637,25,4e-06,2.35121e-14,1.6e-05,5.20424e+45,1.2e-05,inf,5e-06,5.20424e+45,4e-06,inf
16,70.1842,25,1.7e-05,0,1.5e-05,9.27451e+47,1.2e-05,1.51086e+116,5e-06,9.27451e+47,4e-06,1.51086e+116
16,148.2,25,3e-06,0,1.1e-05,0,9e-06,0,0,0,4e-06,0
16,44.8281,25,3e-06,0,1.4e-05,3.03941e+30,1.2e-05,6.19689e+123,5e-06,3.03941e+30,4e-06,6.19689e+123
16,157.686,25,3e-06,0,1.4e-05,7.99233e+20,3.2e-05,1.22578e+64,2.2e-05,7.99233e+20,7e-06,1.22578e+64
16,123.134,25,4e-06,1.20377e-13,1.5e-05,1.69258e+33,1.2e-05,6.34966e+119,5e-06,1.69258e+33,5e-06,6.34966e+119
16,2763.96,25,4e-06,8.0492e-13,1.6e-05,4.4628e+32,1.2e-05,4.66379e+109,5e-06,4.4628e+32,5e-06,4.66379e+109
16,64.5197,25,5e-06,2.09715e-14,1.6e-05,1.37779e+24,1.2e-05,1.8796e+75,5e-06,1.37779e+24,5e-06,1.8796e+75
16,53.4024,25,4e-06,0,1.6e-05,1.00061e+26,1.2e-05,1.39217e+56,5e-06,1.00061e+26,5e-06,1.39217e+56
16,95.5944,25,4e-06,0,1.6e-05,2.06442e+26,1.2e-05,1.34073e+91,5e-06,2.06442e+26,5e-06,1.34073e+91
16,329.521,25,4e-06,4.50752e-14,1.6e-05,4.07393e+24,1.3e-05,1.14395e+63,5e-06,4.07393e+24,5e-06,1.14395e+63
16,105.34,25,4e-06,1.00789e-14,1.5e-05,2.6504e+27,1.2e-05,3.8651e+107,5e-06,2.6504e+27,5e-06,3.8651e+107
16,4284,25,3e-06,2.68435e-12,1.4e-05,5.64311e+32,1.2e-05,2.1706e+96,5e-06,5.64311e+32,4e-06,2.1706e+96
16,121.124,25,5e-06,1.43914e-14,1.8e-05,5.50517e+30,1.2e-05,6.71082e+124,5e-06,5.50517e+30,5e-06,6.71082e+124
16,145.714,25,5e-06,0,1.9e-05,3.93045e+26,1.2e-05,3.39012e+88,5e-06,3.93045e+26,5e-06,3.39012e+88
16,141.37,25,6e-06,1.07365e-14,2.2e-05,3.67898e+20,1.8e-05,1.67614e+64,8e-06,3.67898e+20,7e-06,1.67614e+64
16,46.6191,25,5e-06,1.44875e-14,1.7e-05,5.3314e+35,1.2e-05,4.37363e+138,5e-06,5.3314e+35,5e-06,4.37363e+138
16,432.542,25,4e-06,7.15753e-14,1.5e-05,6.2173e+31,1.3e-05,2.9592e+108,5e-06,6.2173e+31,5e-06,2.9592e+108
16,254.855,25,4e-06,4.52288e-14,1.6e-05,7.93523e+27,1.2e-05,1.64013e+76,5e-06,7.93523e+27,5e-06,1.64013e+76
16,81.8688,25,4e-06,2.84226e-14,3e-05,9.95836e+19,2.6e-05,3.22602e+53,5e-06,9.95836e+19,5e-06,3.22602e+53
16,155.175,25,5e-06,3.84111e-15,1.6e-05,3.96346e+26,1.2e-05,1.28135e+80,6e-06,3.96346e+26,5e-06,1.28135e+80
16,51.5526,25,4e-06,9.68833e-15,1.6e-05,2.98544e+30,1.2e-05,1.08426e+58,5e-06,2.98544e+30,5e-06,1.08426e+58
16,129.617,25,4e-06,1.68637e-14,1.6e-05,3.95703e+33,1.2e-05,2.68485e+113,5e-06,3.95703e+33,5e-06,2.68485e+113
16,133.301,25,4e-06,4.89466e-14,1.6e-05,5.34015e+47,1.3e-05,1.03096e+112,5e-06,5.34015e+47,5e-06,1.03096e+112
16,42.8814,25,4e-06,2.47508e-14,1.5e-05,2.91073e+18,1.2e-05,5.58029e+48,5e-06,2.91073e+18,5e-06,5.58029e+48
16,129.662,25,4e-06,5.56256e-14,1.5e-05,9.01484e+30,1.2e-05,2.75915e+97,5e-06,9.01484e+30,4e-06,2.75915e+97
16,827.075,25,3e-06,1.31282e-13,1.5e-05,5.90476e+25,1.1e-05,1.53723e+69,5e-06,5.90476e+25,4e-06,1.53723e+69
16,177.855,25,3e-06,9.21017e-15,2.9e-05,9.46932e+25,2.5e-05,6.65513e+80,5e-06,9.46932e+25,5e-06,6.65513e+80
16,150.626,25,1.6e-05,1.47041e-14,1.4e-05,7.17663e+21,1.2e-05,3.02164e+75,5e-06,7.17663e+21,4e-06,3.02164e+75
16,72.7487,25,4e-06,1.70268e-15,1.5e-05,1.93571e+31,1.2e-05,7.89418e+76,5e-06,1.93571e+31,5e-06,7.89418e+76
16,721.013,25,4e-06,0,1.6e-05,1.05549e+26,1.2e-05,5.05452e+104,5e-06,1.05549e+26,5e-06,5.05452e+104
16,320.003,25,4e-06,6.20916e-14,1.6e-05,1.07114e+40,1.2e-05,8.51581e+128,5e-06,1.07114e+40,5e-06,8.51581e+128
16,65.413,25,4e-06,4.8998e-14,1.5e-05,3.06399e+28,1.2e-05,9.75706e+83,5e-06,3.06399e+28,5e-06,9.75706e+83
16,59.2003,25,3e-06,0,1.6e-05,1.53177e+35,1.2e-05,7.30511e+122,5e-06,1.53177e+35,5e-06,7.30511e+122
16,476.336,25,4e-06,4.7176e-14,1.7e-05,3.92797e+25,2.5e-05,7.88415e+92,1.8e-05,3.92797e+25,2e-05,7.88415e+92
16,146.849,25,4e-06,5.86282e-14,1.6e-05,1.05211e+24,1.2e-05,6.17683e+84,5e-06,1.05211e+24,5e-06,6.17683e+84
16,111.441,25,4e-06,4.38688e-14,1.6e-05,7.83842e+23,1.2e-05,2.99516e+64,5e-06,7.83842e+23,5e-06,2.99516e+64
16,105.401,25,4e-06,3.33253e-14,1.6e-05,2.7652e+23,1.3e-05,5.33434e+69,5e-06,2.7652e+23,5e-06,5.33434e+69
16,1528,25,5e-06,3.14256e-13,2.9e-05,7.24225e+55,1.3e-05,inf,5e-06,7.24225e+55,5e-06,inf
16,120.021,25,5e-06,0,2.2e-05,2.84961e+22,1.8e-05,1.26131e+88,9e-06,2.84961e+22,6e-06,1.26131e+88
16,758.679,25,4e-06,0,1.6e-05,2.52123e+41,2.8e-05,9.31512e+148,1.8e-05,2.52123e+41,5e-06,9.31512e+148
16,238.547,25,4e-06,5.2505e-15,1.5e-05,1.16583e+24,1.2e-05,1.38131e+98,5e-06,1.16583e+24,5e-06,1.38131e+98
16,295.528,25,1.8e-05,0,1.4e-05,1.59432e+38,1.2e-05,6.75937e+135,5e-06,1.59432e+38,4e-06,6.75937e+135
16,292.555,25,4e-06,1.15672e-13,1.6e-05,1.37637e+25,1.2e-05,5.21796e+65,5e-06,1.37637e+25,5e-06,5.21796e+65
16,67.0094,25,1.6e-05,0,1.5e-05,1.67473e+36,1.3e-05,1.58083e+136,5e-06,1.67473e+36,5e-06,1.58083e+136
16,114.349,25,4e-06,3.41574e-14,1.5e-05,1.22928e+23,1.2e-05,2.35268e+75,5e-06,1.22928e+23,5e-06,2.35268e+75
16,119.365,25,7e-06,1.40854e-14,1.9e-05,2.09748e+41,1.3e-05,3.40131e+127,5e-06,2.09748e+41,5e-06,3.40131e+127
16,156.229,25,4e-06,4.39313e-14,3e-05,9.3681e+34,1.3e-05,1.38518e+116,2e-05,9.3681e+34,5e-06,1.38518e+116
16,650.414,25,4e-06,2.38991e-13,2.9e-05,4.31679e+31,1.3e-05,1.15333e+113,5e-06,4.31679e+31,5e-06,1.15333e+113
16,90.9672,25,4e-06,2.79592e-14,1.6e-05,1.02016e+25,1.2e-05,5.08405e+110,5e-06,1.02016e+25,5e-06,5.08405e+110
16,375.109,25,5e-06,9.05811e-14,1.5e-05,1.77707e+33,1.2e-05,7.62706e+106,5e-06,1.77707e+33,5e-06,7.62706e+106
16,85.3397,25,4e-06,4.08272e-14,1.6e-05,9.01103e+54,3.7e-05,8.25688e+137,9e-06,9.01103e+54,5e-06,8.25688e+137
16,123.047,25,4e-06,3.97864e-14,1.6e-05,2.05339e+35,1.3e-05,4.2407e+112,5e-06,2.05339e+35,5e-06,4.2407e+112
16,86.5216,25,4e-06,3.00163e-14,1.4e-05,7.79613e+22,1.2e-05,1.5959e+70,5e-06,7.79613e+22,4e-06,1.5959e+70
16,41.318,25,4e-06,1.58218e-14,1.5e-05,6.3147e+38,2.5e-05,5.55272e+144,5e-06,6.3147e+38,4e-06,5.55272e+144
16,160.436,25,4e-06,3.50548e-14,1.5e-05,5.31578e+30,1.2e-05,3.93792e+122,5e-06,5.31578e+30,4e-06,3.93792e+122
16,237.687,25,4e-06,6.53053e-14,1.4e-05,8.23436e+22,1.2e-05,1.52293e+88,5e-06,8.23436e+22,4e-06,1.52293e+88
16,104.697,25,4e-06,1.58355e-14,1.4e-05,7.37338e+29,1.2e-05,5.40814e+103,5e-06,7.37338e+29,4e-06,5.40814e+103
16,99.4549,25,4e-06,6.62632e-15,1.6e-05,1.20928e+26,2.5e-05,3.36424e+89,5e-06,1.20928e+26,5e-06,3.36424e+89
16,70.1947,25,4e-06,3.61079e-15,1.5e-05,5.99432e+21,1.2e-05,4.40996e+75,5e-06,5.99432e+21,5e-06,4.40996e+75
16,91.4612,25,1.9e-05,3.24491e-14,2.8e-05,1.4465e+38,1.2e-05,2.89659e+112,5e-06,1.4465e+38,4e-06,2.89659e+112
16,143.019,25,4e-06,1.90204e-14,1.5e-05,6.65527e+37,1.3e-05,inf,5e-06,6.65527e+37,4e-06,inf
16,65.1222,25,9e-06,2.48157e-14,2.9e-05,1.89845e+38,2.6e-05,9.64193e+109,9e-06,1.89845e+38,9e-06,9.64193e+109
16,66.6771,25,1.9e-05,1.09119e-14,2.9e-05,1.34762e+24,1.2e-05,5.91873e+82,5e-06,1.34762e+24,5e-06,5.91873e+82
16,85.5323,25,6e-06,1.67505e-14,2.3e-05,3.6391e+31,3.2e-05,3.81048e+120,9e-06,3.6391e+31,8e-06,3.81048e+120
16,99.3943,25,4e-06,2.4748e-14,1.6e-05,1.05931e+43,1.2e-05,3.21775e+137,5e-06,1.05931e+43,5e-06,3.21775e+137
16,55.014,25,1.6e-05,1.28423e-14,4.5e-05,2.65499e+36,1.2e-05,1.71371e+147,5e-06,2.65499e+36,4e-06,1.71371e+147
16,169.002,25,4e-06,6.14628e-15,1.6e-05,6.86102e+44,1.2e-05,8.14563e+110,6e-06,6.86102e+44,5e-06,8.14563e+110
16,89.8026,25,3e-06,2.76781e-14,1.4e-05,9.37443e+19,1.2e-05,1.91732e+48,5e-06,9.37443e+19,4e-06,1.91732e+48
16,95.7572,25,3e-06,5.02101e-14,1.4e-05,1.38253e+32,1.2e-05,3.90988e+119,5e-06,1.38253e+32,4e-06,3.90988e+119
16,104.239,25,4e-06,3.27574e-14,1.6e-05,7.17067e+24,1.2e-05,1.78558e+83,5e-06,7.17067e+24,5e-06,1.78558e+83
16,616.869,25,2.2e-05,2.18889e-13,2.5e-05,4.48181e+19,1.9e-05,2.13527e+62,9e-06,4.48181e+19,8e-06,2.13527e+62
16,431.353,25,4e-06,2.44306e-14,1.5e-05,2.43139e+43,1.2e-05,1.1559e+135,5e-06,2.43139e+43,4e-06,1.1559e+135
16,71.7511,25,4e-06,1.7375e-14,1.4e-05,1.52462e+20,1.2e-05,3.60104e+66,5e-06,1.52462e+20,4e-06,3.60104e+66
16,228.236,25,3e-06,1.1169e-13,1.4e-05,4.99141e+34,1.1e-05,2.68869e+148,5e-06,4.99141e+34,4e-06,2.68869e+148
16,253.519,25,5e-06,1.04084e-13,1.5e-05,1.02127e+28,1.2e-05,1.16789e+98,5e-06,1.02127e+28,4e-06,1.16789e+98
16,45.7237,25,4e-06,1.12562e-14,2.5e-05,8.2797e+27,1.3e-05,1.653e+68,5e-06,8.2797e+27,4e-06,1.653e+68
16,69.5306,25,4e-06,1.2573e-14,1.5e-05,2.08777e+46,4.2e-05,inf,5e-06,2.08777e+46,2e-05,inf
16,49.4549,25,4e-06,9.78005e-15,1.6e-05,2.15311e+31,1.2e-05,2.95587e+108,5e-06,2.15311e+31,5e-06,2.95587e+108
16,132.202,25,4e-06,3.80403e-15,1.5e-05,4.53364e+38,1.2e-05,4.8782e+93,5e-06,4.53364e+38,4e-06,4.8782e+93
16,185.104,25,1.9e-05,8.21884e-15,1.7e-05,7.76629e+41,1.3e-05,inf,5e-06,7.76629e+41,5e-06,inf
16,474.031,25,4e-06,3.10672e-14,1.6e-05,7.89407e+33,4.7e-05,2.04329e+134,1.4e-05,7.89407e+33,1.9e-05,2.04329e+134
16,320.001,25,5e-06,1.28355e-13,3e-05,2.67931e+30,1.3e-05,1.05941e+95,6e-06,2.67931e+30,5e-06,1.05941e+95
16,166.181,25,4e-06,3.64241e-14,2.7e-05,1.19931e+26,1.2e-05,1.66769e+101,5e-06,1.19931e+26,4e-06,1.66769e+101
16,198.509,25,4e-06,4.73158e-14,1.6e-05,4.1853e+31,1.3e-05,3.90344e+114,6e-06,4.1853e+31,6e-06,3.90344e+114
16,902.608,25,4e-06,2.36229e-13,1.5e-05,2.68053e+38,1.2e-05,7.19832e+129,5e-06,2.68053e+38,4e-06,7.19832e+129
16,80.0823,25,4e-06,3.68917e-14,1.5e-05,1.90554e+29,1.2e-05,9.05755e+126,5e-06,1.90554e+29,4e-06,9.05755e+126
16,107.003,25,5e-06,5.7966e-14,1.6e-05,1.0227e+34,1.3e-05,2.88908e+93,5e-06,1.0227e+34,5e-06,2.88908e+93
16,111.995,25,4e-06,3.16709e-14,1.5e-05,1.05513e+38,1.2e-05,2.54058e+141,5e-06,1.05513e+38,4e-06,2.54058e+141
16,74.5464,25,4e-06,1.78919e-14,1.4e-05,2.27447e+31,1.2e-05,2.56337e+105,5e-06,2.27447e+31,4e-06,2.56337e+105
16,189.849,25,4e-06,4.08226e-14,3e-05,3.23941e+40,1.3e-05,1.58034e+106,5e-06,3.23941e+40,5e-06,1.58034e+106
16,99.1399,25,4e-06,1.08921e-14,1.7e-05,5.89934e+32,1.3e-05,9.66181e+141,5e-06,5.89934e+32,5e-06,9.66181e+141
16,119.846,25,4e-06,0,1.9e-05,4.98293e+31,1.6e-05,6.21638e+95,2.3e-05,4.98293e+31,2.3e-05,6.21638e+95
